Invoice_ID,Branch,Age _Group,Gender,City,Category,Invoice_Amount,Date,Payment_Method,Customer_Rating
266,WALM075,45-54,Prefer Not to Say,"Nashville, TN",Sports and travel,688.8,10/20/20,Credit card,8.7
267,WALM072,55+,Male,"Anchorage, AK",Home and lifestyle,141.88,8/27/22,Credit card,6.9
268,WALM081,35-44,Prefer Not to Say,"Birmingham, AL",Food and beverages,746,11/7/21,Cash,9.5
269,WALM001,55+,Male,"Manchester, NH",Home and lifestyle,282.96,11/28/21,Credit card,4.4
270,WALM001,25-34,Female,"Salt Lake City, UT",Home and lifestyle,355.4,11/19/23,Ewallet,7
271,WALM069,55+,Prefer Not to Say,"Wichita, KS",Sports and travel,337.15,7/11/22,Ewallet,6.3
272,WALM027,18-24,Non-Binary,"Jackson, MS",Health and beauty,42.24,9/22/22,Cash,9.7
273,WALM094,35-44,Prefer Not to Say,"Indianapolis, IN",Home and lifestyle,193.86,7/9/19,Credit card,8.8
274,WALM025,35-44,Non-Binary,"Orlando, FL",Home and lifestyle,24.06,4/20/19,Cash,5.1
275,WALM042,25-34,Non-Binary,"Omaha, NE",Health and beauty,598.26,7/3/19,Ewallet,7.9
276,WALM056,45-54,Non-Binary,"Manchester, NH",Fashion accessories,335.79,10/18/23,Cash,6.2
277,WALM027,18-24,Prefer Not to Say,"Newark, NJ",Home and lifestyle,218.2,1/3/23,Cash,7.1
278,WALM046,45-54,Male,"Louisville, KY",Fashion accessories,381.68,2/15/23,Ewallet,6.4
279,WALM091,35-44,Prefer Not to Say,"Birmingham, AL",Fashion accessories,709.9,10/26/23,Cash,5.7
280,WALM051,55+,Male,"Charleston, WV",Sports and travel,440.2,1/15/21,Credit card,9.6
281,WALM073,45-54,Female,"Charleston, WV",Home and lifestyle,559.68,5/4/19,Credit card,6.4
282,WALM036,35-44,Prefer Not to Say,"Las Vegas, NV",Home and lifestyle,37,12/9/20,Credit card,7.9
283,WALM097,55+,Female,"Des Moines, IA",Sports and travel,15.34,8/11/20,Cash,6.5
284,WALM030,35-44,Male,"Baltimore, MD",Health and beauty,598.98,12/6/23,Ewallet,8.5
285,WALM079,25-34,Non-Binary,"Seattle, WA",Health and beauty,190.68,3/7/19,Cash,9.1
286,WALM052,45-54,Male,"Los Angeles, CA",Health and beauty,333.4,2/9/23,Cash,7.6
287,WALM010,25-34,Female,"Orlando, FL",Home and lifestyle,74.86,10/22/21,Cash,6.9
288,WALM079,45-54,Female,"Charlotte, NC",Sports and travel,213.75,1/25/21,Cash,9.5
289,WALM094,25-34,Prefer Not to Say,"Burlington, VT",Food and beverages,339.57,11/13/23,Credit card,5.2
290,WALM074,45-54,Female,"Louisville, KY",Home and lifestyle,664.16,5/15/19,Cash,4.2
291,WALM017,45-54,Prefer Not to Say,"Wichita, KS",Electronic accessories,403,10/28/19,Credit card,7
292,WALM040,45-54,Female,"Seattle, WA",Electronic accessories,194.95,3/26/20,Ewallet,6
293,WALM007,25-34,Non-Binary,"Wichita, KS",Electronic accessories,62.48,11/26/20,Cash,4.7
294,WALM015,18-24,Female,"Chicago, IL",Food and beverages,72.72,5/8/20,Cash,7.1
295,WALM023,55+,Male,"Houston, TX",Health and beauty,181.1,3/2/19,Ewallet,5.9
296,WALM014,55+,Male,"Birmingham, AL",Electronic accessories,259.6,8/31/19,Cash,7.5
297,WALM036,35-44,Male,"Newark, NJ",Electronic accessories,115.36,12/17/20,Cash,6.4
298,WALM085,45-54,Non-Binary,"New York City, NY",Home and lifestyle,470.28,12/29/22,Ewallet,5.8
299,WALM095,35-44,Female,"St. Louis, MO",Home and lifestyle,240.04,2/13/22,Cash,4.5
300,WALM017,45-54,Male,"Albuquerque, NM",Home and lifestyle,88.61,5/4/23,Cash,7.7
301,WALM100,55+,Non-Binary,"Fargo, ND",Fashion accessories,199.64,4/13/20,Credit card,6.7
302,WALM048,55+,Prefer Not to Say,"New Orleans, LA",Health and beauty,39.01,6/20/20,Credit card,4.7
303,WALM031,45-54,Non-Binary,"Charleston, WV",Food and beverages,48.61,2/22/21,Cash,4.4
304,WALM026,55+,Female,"Cheyenne, WY",Electronic accessories,204.76,5/26/20,Credit card,4.7
305,WALM045,25-34,Non-Binary,"St. Louis, MO",Electronic accessories,119.68,8/9/23,Credit card,8.6
306,WALM053,35-44,Non-Binary,"Los Angeles, CA",Electronic accessories,505.4,7/14/22,Ewallet,4.3
307,WALM088,55+,Male,"Salt Lake City, UT",Sports and travel,281.61,3/7/21,Cash,9.6
308,WALM066,45-54,Non-Binary,"Cheyenne, WY",Home and lifestyle,710.32,7/29/21,Cash,4.1
309,WALM033,45-54,Non-Binary,"Louisville, KY",Electronic accessories,79.44,10/23/21,Ewallet,4.7
310,WALM012,45-54,Male,"Jackson, MS",Fashion accessories,163.82,12/10/19,Cash,7.8
311,WALM036,18-24,Female,"Charleston, SC",Sports and travel,479.58,2/13/20,Cash,5.5
312,WALM076,25-34,Prefer Not to Say,"Des Moines, IA",Fashion accessories,138.66,7/12/23,Ewallet,9.7
313,WALM012,18-24,Prefer Not to Say,"Charleston, SC",Food and beverages,71.15,3/11/23,Credit card,4.4
314,WALM026,55+,Female,"Denver, CO",Health and beauty,139.95,12/26/21,Cash,5
315,WALM075,35-44,Male,"Phoenix, AZ",Electronic accessories,781.3,11/13/20,Cash,4.4
316,WALM030,45-54,Female,"Omaha, NE",Food and beverages,198.74,7/28/19,Cash,5.2
317,WALM012,25-34,Non-Binary,"Charleston, WV",Food and beverages,63.24,9/14/23,Cash,7.3
318,WALM091,25-34,Female,"Cheyenne, WY",Electronic accessories,373.95,9/19/21,Cash,4.9
319,WALM048,25-34,Male,"Little Rock, AR",Health and beauty,207.69,10/14/22,Credit card,8.1
320,WALM059,55+,Prefer Not to Say,"Detroit, MI",Health and beauty,176.28,8/2/21,Ewallet,8.4
321,WALM065,55+,Male,"Boston, MA",Food and beverages,206.37,1/14/19,Cash,5.5
322,WALM016,25-34,Male,"Oklahoma City, OK",Health and beauty,39.42,9/24/19,Cash,8.4
323,WALM037,55+,Non-Binary,"Albuquerque, NM",Health and beauty,91.56,10/4/22,Ewallet,9.8
324,WALM010,25-34,Non-Binary,"Jackson, MS",Fashion accessories,308.85,12/28/20,Cash,6.7
325,WALM086,55+,Male,"Minneapolis, MN",Home and lifestyle,129.12,1/12/21,Credit card,9.4
326,WALM088,35-44,Male,"Phoenix, AZ",Sports and travel,390.96,11/20/20,Ewallet,6.4
327,WALM069,45-54,Female,"New York City, NY",Food and beverages,498.9,3/23/19,Cash,5.4
328,WALM057,45-54,Female,"Charleston, WV",Food and beverages,377.04,9/11/19,Cash,8.6
329,WALM052,35-44,Non-Binary,"Charleston, SC",Health and beauty,204.52,3/30/21,Credit card,4
330,WALM063,25-34,Prefer Not to Say,"St. Louis, MO",Electronic accessories,145.44,10/9/22,Cash,7.6
331,WALM071,25-34,Prefer Not to Say,"Billings, MT",Home and lifestyle,198.18,3/15/22,Cash,6.8
332,WALM076,18-24,Prefer Not to Say,"Newark, NJ",Food and beverages,98.7,2/29/20,Credit card,9.1
333,WALM070,25-34,Prefer Not to Say,"Nashville, TN",Fashion accessories,385.1,12/25/23,Cash,5.5
334,WALM034,18-24,Prefer Not to Say,"Portland, ME",Food and beverages,46.96,12/20/23,Credit card,7.9
335,WALM089,45-54,Non-Binary,"Baltimore, MD",Sports and travel,73.5,8/2/20,Ewallet,8.5
336,WALM032,18-24,Prefer Not to Say,"St. Louis, MO",Electronic accessories,142.25,1/16/19,Credit card,9.1
337,WALM024,35-44,Male,"Phoenix, AZ",Fashion accessories,687.6,10/2/19,Ewallet,7.5
338,WALM100,55+,Male,"Los Angeles, CA",Sports and travel,347.7,4/21/21,Cash,5.2
339,WALM016,45-54,Male,"Los Angeles, CA",Electronic accessories,142.95,6/6/22,Credit card,9.5
340,WALM051,55+,Non-Binary,"Columbus, OH",Food and beverages,385.38,10/10/21,Credit card,8.9
341,WALM014,45-54,Female,"Wichita, KS",Electronic accessories,144.27,3/9/21,Credit card,7.8
342,WALM030,55+,Non-Binary,"Nashville, TN",Health and beauty,391.79,1/7/20,Ewallet,8.9
343,WALM037,18-24,Male,"Los Angeles, CA",Health and beauty,538.3,4/16/19,Cash,7.7
344,WALM045,45-54,Non-Binary,"Wilmington, DE",Food and beverages,485.15,7/18/19,Credit card,9.3
345,WALM007,25-34,Non-Binary,"Los Angeles, CA",Sports and travel,133.95,8/13/19,Cash,6.2
346,WALM057,55+,Non-Binary,"Las Vegas, NV",Fashion accessories,701.37,10/21/22,Ewallet,7.6
347,WALM096,45-54,Prefer Not to Say,"Chicago, IL",Electronic accessories,71.95,1/2/21,Cash,7.3
348,WALM066,18-24,Prefer Not to Say,"Birmingham, AL",Home and lifestyle,714,5/15/21,Cash,4.7
349,WALM095,18-24,Male,"Las Vegas, NV",Electronic accessories,182.14,9/9/20,Cash,5.1
350,WALM087,25-34,Female,"Columbus, OH",Health and beauty,135,1/14/19,Credit card,4.8
351,WALM017,25-34,Prefer Not to Say,"Las Vegas, NV",Fashion accessories,993,8/1/19,Credit card,6.6
352,WALM029,45-54,Prefer Not to Say,"Manchester, NH",Electronic accessories,361.83,3/19/22,Cash,5.5
353,WALM098,25-34,Female,"Omaha, NE",Fashion accessories,383.11,3/30/19,Credit card,8.5
354,WALM019,55+,Non-Binary,"Baltimore, MD",Home and lifestyle,243,4/29/19,Cash,4.8
355,WALM082,45-54,Prefer Not to Say,"Portland, ME",Electronic accessories,30.24,5/30/19,Cash,8.4
356,WALM090,45-54,Female,"Providence, RI",Food and beverages,356.56,8/11/19,Credit card,7.8
357,WALM028,35-44,Male,"Charleston, WV",Fashion accessories,375.5,5/2/21,Credit card,9.3
358,WALM017,55+,Non-Binary,"Wilmington, DE",Sports and travel,954.4,7/31/20,Cash,5.2
359,WALM070,25-34,Prefer Not to Say,"Columbus, OH",Electronic accessories,82.5,9/22/23,Ewallet,6.5
360,WALM081,35-44,Male,"Oklahoma City, OK",Sports and travel,74.97,12/6/21,Cash,5.6
361,WALM010,35-44,Male,"Providence, RI",Food and beverages,647.68,12/2/19,Credit card,7.4
362,WALM070,25-34,Female,"Portland, ME",Food and beverages,755.76,6/4/19,Cash,9.1
363,WALM002,55+,Male,"Milwaukee, WI",Food and beverages,199.58,5/26/20,Ewallet,8
364,WALM089,45-54,Male,"Indianapolis, IN",Home and lifestyle,439.32,1/4/23,Cash,7.2
365,WALM037,45-54,Non-Binary,"Providence, RI",Food and beverages,164.96,9/21/20,Cash,7.1
366,WALM079,25-34,Non-Binary,"Little Rock, AR",Fashion accessories,326.72,3/24/20,Cash,9.1
367,WALM072,35-44,Prefer Not to Say,"Burlington, VT",Electronic accessories,461.88,12/24/22,Cash,5.6
368,WALM048,25-34,Female,"Albuquerque, NM",Home and lifestyle,263.76,3/23/23,Cash,6
369,WALM026,35-44,Female,"Omaha, NE",Sports and travel,143.6,5/7/22,Cash,5.4
370,WALM018,25-34,Non-Binary,"Boise, ID",Electronic accessories,193.5,9/15/22,Credit card,7.8
371,WALM005,25-34,Male,"Milwaukee, WI",Electronic accessories,183.82,12/9/23,Cash,9.9
372,WALM071,35-44,Male,"Milwaukee, WI",Fashion accessories,121.92,1/6/21,Credit card,4.9
373,WALM086,25-34,Non-Binary,"Minneapolis, MN",Home and lifestyle,420.66,8/25/20,Ewallet,5.2
374,WALM014,55+,Female,"Charleston, WV",Fashion accessories,252.48,3/7/22,Cash,8.9
375,WALM020,25-34,Non-Binary,"St. Louis, MO",Home and lifestyle,335.45,2/22/23,Credit card,9.1
376,WALM009,18-24,Prefer Not to Say,"Oklahoma City, OK",Fashion accessories,483.5,8/14/23,Ewallet,7
377,WALM096,55+,Non-Binary,"Baltimore, MD",Home and lifestyle,318.42,6/8/23,Credit card,9.6
378,WALM037,55+,Prefer Not to Say,"St. Louis, MO",Sports and travel,668.43,5/2/20,Ewallet,8.7
379,WALM009,25-34,Prefer Not to Say,"Omaha, NE",Fashion accessories,387.92,2/9/19,Ewallet,9.4
380,WALM045,55+,Prefer Not to Say,"Orlando, FL",Electronic accessories,94.6,11/3/21,Credit card,4
381,WALM047,55+,Male,"Charleston, WV",Sports and travel,329.32,6/21/20,Credit card,7.5
382,WALM008,18-24,Female,"Louisville, KY",Electronic accessories,53.22,11/27/20,Cash,4.2
383,WALM061,45-54,Male,"Los Angeles, CA",Food and beverages,498.45,11/12/19,Cash,9.9
384,WALM091,18-24,Prefer Not to Say,"Los Angeles, CA",Food and beverages,299.56,11/27/22,Ewallet,4.2
385,WALM039,25-34,Prefer Not to Say,"Houston, TX",Food and beverages,204.7,1/22/22,Ewallet,9.9
386,WALM084,25-34,Male,"Charlotte, NC",Sports and travel,75.82,11/5/21,Cash,5.8
387,WALM006,55+,Non-Binary,"Milwaukee, WI",Food and beverages,280.62,9/12/19,Cash,6
388,WALM034,55+,Prefer Not to Say,"Wichita, KS",Health and beauty,323.2,10/5/21,Credit card,10
389,WALM074,35-44,Non-Binary,"Houston, TX",Fashion accessories,486.63,11/18/21,Cash,9.5
390,WALM066,25-34,Male,"Atlanta, GA",Food and beverages,127.54,10/23/23,Credit card,6.6
391,WALM021,18-24,Male,"Des Moines, IA",Fashion accessories,241.44,6/4/23,Cash,8.1
392,WALM002,35-44,Prefer Not to Say,"Burlington, VT",Fashion accessories,379.5,5/26/20,Cash,9.7
393,WALM020,25-34,Female,"Billings, MT",Electronic accessories,76.82,12/9/21,Ewallet,7.2
394,WALM099,18-24,Female,"Honolulu, HI",Sports and travel,522.6,11/1/21,Credit card,6.2
395,WALM045,18-24,Female,"Burlington, VT",Health and beauty,79.74,11/16/22,Credit card,7.3
396,WALM062,45-54,Prefer Not to Say,"Orlando, FL",Health and beauty,387.5,9/22/19,Ewallet,4.3
397,WALM075,35-44,Male,"Des Moines, IA",Food and beverages,271.35,4/7/22,Ewallet,4.6
398,WALM092,35-44,Non-Binary,"Charleston, SC",Home and lifestyle,122.31,2/3/20,Cash,5.8
399,WALM017,35-44,Prefer Not to Say,"New York City, NY",Health and beauty,246.36,3/7/19,Credit card,8.3
400,WALM016,25-34,Female,"Hartford, CT",Electronic accessories,173.16,8/4/19,Cash,8
401,WALM081,35-44,Male,"Newark, NJ",Food and beverages,236.58,1/28/20,Credit card,9.4
402,WALM084,25-34,Prefer Not to Say,"Virginia Beach, VA",Home and lifestyle,184.88,8/3/23,Credit card,6.2
403,WALM030,35-44,Male,"Sioux Falls, SD",Home and lifestyle,13.98,1/11/23,Ewallet,9.8
404,WALM010,18-24,Prefer Not to Say,"Detroit, MI",Fashion accessories,198.75,1/8/21,Ewallet,9.6
405,WALM027,35-44,Female,"Wilmington, DE",Fashion accessories,684.53,8/3/19,Ewallet,4.9
406,WALM095,25-34,Male,"New Orleans, LA",Sports and travel,269.04,10/14/20,Credit card,8
407,WALM009,35-44,Non-Binary,"Los Angeles, CA",Food and beverages,68.95,5/19/23,Credit card,7.8
408,WALM051,35-44,Male,"Minneapolis, MN",Fashion accessories,274.84,10/18/20,Cash,4.1
409,WALM004,35-44,Non-Binary,"Fargo, ND",Home and lifestyle,226.12,8/13/23,Ewallet,5.5
410,WALM047,18-24,Prefer Not to Say,"Omaha, NE",Fashion accessories,119.1,4/15/21,Ewallet,5.4
411,WALM011,18-24,Prefer Not to Say,"Portland, ME",Health and beauty,342.1,12/5/23,Cash,5.1
412,WALM094,18-24,Male,"Burlington, VT",Sports and travel,43.74,11/23/19,Ewallet,6.9
413,WALM005,35-44,Male,"Portland, ME",Health and beauty,104.85,10/5/20,Cash,7.8
414,WALM061,35-44,Female,"Charleston, WV",Sports and travel,77.52,5/25/20,Ewallet,6.6
415,WALM074,55+,Female,"Las Vegas, NV",Home and lifestyle,407.44,12/23/21,Cash,9.2
416,WALM025,55+,Prefer Not to Say,"Baltimore, MD",Health and beauty,96.11,3/5/23,Ewallet,7.8
417,WALM035,35-44,Male,"Charleston, SC",Home and lifestyle,181.52,10/26/19,Credit card,8.7
418,WALM053,55+,Non-Binary,"Seattle, WA",Health and beauty,81.51,7/23/20,Ewallet,9.2
419,WALM062,18-24,Male,"Providence, RI",Health and beauty,114.44,2/8/21,Ewallet,8.3
420,WALM098,55+,Prefer Not to Say,"Little Rock, AR",Electronic accessories,176.54,7/8/21,Cash,8.2
421,WALM055,55+,Non-Binary,"Wilmington, DE",Food and beverages,115.8,12/18/22,Ewallet,7.5
422,WALM046,45-54,Non-Binary,"Wichita, KS",Electronic accessories,252.15,8/14/21,Cash,9.8
423,WALM022,25-34,Prefer Not to Say,"Albuquerque, NM",Fashion accessories,972.1,12/17/19,Credit card,8.7
424,WALM032,55+,Male,"Birmingham, AL",Fashion accessories,203.36,5/13/21,Credit card,6.7
425,WALM022,45-54,Prefer Not to Say,"Hartford, CT",Fashion accessories,16.28,10/11/22,Cash,5
426,WALM048,45-54,Female,"Billings, MT",Fashion accessories,365.49,11/19/22,Cash,7
427,WALM100,55+,Female,"Wilmington, DE",Health and beauty,372.19,3/14/19,Cash,8.9
428,WALM039,18-24,Non-Binary,"Albuquerque, NM",Food and beverages,62.61,8/25/20,Credit card,8
429,WALM095,25-34,Female,"Baltimore, MD",Sports and travel,336.35,12/21/23,Cash,6.9
430,WALM003,35-44,Prefer Not to Say,"Honolulu, HI",Home and lifestyle,906.5,8/24/21,Ewallet,7.3
431,WALM084,55+,Prefer Not to Say,"Philadelphia, PA",Fashion accessories,138.16,9/13/20,Credit card,6.9
432,WALM010,18-24,Non-Binary,"Salt Lake City, UT",Food and beverages,86.54,9/29/19,Ewallet,5.7
433,WALM062,18-24,Female,"Detroit, MI",Electronic accessories,140.76,6/28/20,Ewallet,6.4
434,WALM030,25-34,Prefer Not to Say,"Little Rock, AR",Fashion accessories,668.78,7/18/19,Credit card,9.6
435,WALM075,25-34,Prefer Not to Say,"Phoenix, AZ",Fashion accessories,47.44,2/21/22,Credit card,6.8
436,WALM044,18-24,Male,"Denver, CO",Sports and travel,893.16,12/10/21,Ewallet,9
437,WALM009,55+,Prefer Not to Say,"Boston, MA",Sports and travel,331.72,12/26/23,Ewallet,9.6
438,WALM095,25-34,Prefer Not to Say,"Birmingham, AL",Home and lifestyle,203.94,3/13/19,Credit card,7.7
439,WALM090,18-24,Male,"Manchester, NH",Food and beverages,68.16,2/13/21,Ewallet,7
440,WALM037,55+,Female,"Little Rock, AR",Electronic accessories,326.88,3/8/19,Credit card,6.5
441,WALM097,18-24,Male,"New York City, NY",Food and beverages,87.2,6/11/20,Cash,8.1
442,WALM001,45-54,Male,"New York City, NY",Sports and travel,707.44,5/24/23,Credit card,4.3
443,WALM029,55+,Non-Binary,"Cheyenne, WY",Home and lifestyle,802.89,11/8/20,Credit card,6.5
444,WALM050,25-34,Non-Binary,"Charlotte, NC",Fashion accessories,12.78,12/4/19,Ewallet,9.5
445,WALM069,25-34,Non-Binary,"Portland, ME",Sports and travel,133.7,8/17/19,Cash,9.7
446,WALM011,55+,Male,"Milwaukee, WI",Health and beauty,19.15,7/8/20,Credit card,9.5
447,WALM027,45-54,Female,"Seattle, WA",Food and beverages,276.6,8/27/19,Credit card,8.9
448,WALM028,45-54,Female,"Milwaukee, WI",Fashion accessories,137.22,8/21/23,Credit card,6.5
449,WALM063,55+,Prefer Not to Say,"Hartford, CT",Health and beauty,27.07,6/25/20,Credit card,5.3
450,WALM077,35-44,Male,"Boston, MA",Sports and travel,39.12,1/29/20,Credit card,9.6
451,WALM099,35-44,Male,"Phoenix, AZ",Electronic accessories,448.26,4/22/19,Cash,6.7
452,WALM077,35-44,Non-Binary,"Portland, OR",Electronic accessories,132.06,12/14/23,Cash,7.6
453,WALM068,45-54,Non-Binary,"Philadelphia, PA",Food and beverages,318.05,12/23/22,Ewallet,4.8
454,WALM069,45-54,Female,"Burlington, VT",Health and beauty,25,6/12/21,Ewallet,5.5
455,WALM028,45-54,Female,"Providence, RI",Electronic accessories,83.08,12/22/23,Cash,4.7
456,WALM010,35-44,Prefer Not to Say,"Boise, ID",Fashion accessories,147.8,11/1/20,Cash,6.9
457,WALM080,35-44,Non-Binary,"Atlanta, GA",Food and beverages,696.6,5/14/21,Credit card,4.5
458,WALM005,18-24,Prefer Not to Say,"Little Rock, AR",Electronic accessories,793.9,11/14/20,Cash,6.2
459,WALM091,18-24,Male,"Charleston, SC",Electronic accessories,465.7,9/21/22,Cash,7.6
460,WALM074,55+,Prefer Not to Say,"Detroit, MI",Food and beverages,35.89,8/6/19,Cash,7.9
461,WALM064,55+,Prefer Not to Say,"New York City, NY",Food and beverages,202.6,5/18/21,Cash,4.5
462,WALM086,25-34,Non-Binary,"New York City, NY",Food and beverages,730.5,3/25/23,Credit card,8.7
463,WALM026,35-44,Prefer Not to Say,"Los Angeles, CA",Sports and travel,295.8,12/3/21,Cash,6.1
464,WALM057,45-54,Non-Binary,"Fargo, ND",Food and beverages,22.62,6/10/23,Cash,6.4
465,WALM042,25-34,Male,"Phoenix, AZ",Food and beverages,256.7,1/27/21,Credit card,9.1
466,WALM095,25-34,Male,"Indianapolis, IN",Sports and travel,545.5,11/8/21,Credit card,7.1
467,WALM094,45-54,Prefer Not to Say,"Denver, CO",Health and beauty,260.05,7/22/23,Credit card,7.7
468,WALM047,18-24,Female,"Charleston, SC",Sports and travel,222.12,3/14/23,Cash,4.5
469,WALM071,18-24,Non-Binary,"Des Moines, IA",Food and beverages,21.58,12/3/21,Ewallet,7.2
470,WALM071,18-24,Male,"Boise, ID",Electronic accessories,98.84,2/2/21,Cash,8.4
471,WALM016,55+,Female,"Detroit, MI",Home and lifestyle,502.62,8/13/21,Ewallet,5.4
472,WALM093,18-24,Prefer Not to Say,"Indianapolis, IN",Sports and travel,160.2,12/11/21,Cash,9.7
473,WALM076,18-24,Non-Binary,"Indianapolis, IN",Fashion accessories,431.3,6/13/20,Credit card,5.5
474,WALM088,25-34,Male,"Burlington, VT",Health and beauty,580.56,9/30/19,Cash,4.6
475,WALM003,55+,Prefer Not to Say,"New York City, NY",Electronic accessories,322.2,5/23/22,Cash,6.6
476,WALM010,25-34,Non-Binary,"Chicago, IL",Health and beauty,195.54,11/8/19,Credit card,6.3
477,WALM059,35-44,Prefer Not to Say,"Honolulu, HI",Sports and travel,166.3,4/24/20,Credit card,4.2
478,WALM020,45-54,Female,"Columbus, OH",Electronic accessories,336.28,8/26/19,Ewallet,4.4
479,WALM059,55+,Female,"Wilmington, DE",Sports and travel,343.7,8/19/20,Ewallet,6.7
480,WALM057,18-24,Non-Binary,"Orlando, FL",Electronic accessories,38.6,6/27/19,Ewallet,6.7
481,WALM078,18-24,Non-Binary,"Las Vegas, NV",Food and beverages,527.76,5/27/23,Cash,8.4
482,WALM066,45-54,Prefer Not to Say,"Indianapolis, IN",Electronic accessories,328,6/4/21,Cash,6.2
483,WALM094,18-24,Prefer Not to Say,"Charleston, SC",Sports and travel,185.7,9/2/21,Ewallet,5
484,WALM080,45-54,Female,"New Orleans, LA",Home and lifestyle,603.8,7/27/23,Cash,6
485,WALM003,35-44,Non-Binary,"Cheyenne, WY",Sports and travel,369.8,1/21/19,Credit card,7
486,WALM060,45-54,Female,"New Orleans, LA",Sports and travel,197.96,9/11/21,Ewallet,6.6
487,WALM026,45-54,Prefer Not to Say,"Wilmington, DE",Fashion accessories,410.9,1/14/22,Cash,7.3
488,WALM080,25-34,Male,"Las Vegas, NV",Fashion accessories,148.6,3/19/19,Ewallet,8.3
489,WALM050,35-44,Male,"Burlington, VT",Home and lifestyle,22.96,4/17/21,Ewallet,4.3
490,WALM063,25-34,Prefer Not to Say,"Des Moines, IA",Home and lifestyle,699.12,1/15/23,Ewallet,9.8
491,WALM051,55+,Prefer Not to Say,"Phoenix, AZ",Fashion accessories,69.4,1/6/20,Ewallet,8.2
492,WALM004,18-24,Female,"Little Rock, AR",Fashion accessories,196.6,3/14/21,Credit card,7.2
493,WALM085,55+,Male,"Birmingham, AL",Health and beauty,202.56,9/6/21,Ewallet,8.7
494,WALM011,35-44,Male,"Boise, ID",Home and lifestyle,121.2,8/27/23,Credit card,8.4
495,WALM081,55+,Prefer Not to Say,"Nashville, TN",Fashion accessories,199.78,8/9/22,Ewallet,7.1
496,WALM019,35-44,Female,"Portland, OR",Sports and travel,607.36,1/11/21,Cash,5.5
497,WALM053,55+,Male,"Charleston, WV",Electronic accessories,126.44,3/21/22,Cash,8.5
